blackbox_id,acceleration_g,breathing_detected,fire_detected,human_presence,latitude,longitude,speed_kmph,tilt_degree,timestamp,fetch_time
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.692249,88.481117,13.08,13.21,58:08.4,28:07.7
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.692299,88.481422,20.59,10.3,58:13.5,28:12.7
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.692383,88.481773,25.19,13.67,58:18.4,28:18.4
ATSAD-B0A732166910,0.79,FALSE,FALSE,FALSE,22.692484,88.482162,26.41,8.26,58:23.6,28:23.4
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.692562,88.482498,22.78,13.65,58:28.7,28:28.5
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.692625,88.48278,19.15,10.93,58:33.9,28:33.6
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.692688,88.483093,21.69,5.68,58:39.3,28:38.6
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.692749,88.483383,18.96,9.12,58:43.4,28:43.7
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.692822,88.483635,16.82,19.35,58:49.0,28:48.8
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.692871,88.483925,19.45,7.58,58:53.3,28:53.8
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.692989,88.484268,25.3,6.76,58:58.5,28:58.9
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.693104,88.484589,21.46,9.35,59:03.5,29:04.0
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.693167,88.484772,11.07,1.37,59:08.9,29:09.0
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.693228,88.484978,17.33,7.53,59:13.3,29:14.1
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.693308,88.485237,18.63,5.6,59:18.6,29:19.1
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.693386,88.485474,17.85,0.9,59:23.6,29:24.2
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.693447,88.48571,16.17,5.15,59:28.3,29:29.4
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.693499,88.485886,10.89,4.38,59:33.3,29:34.5
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.693542,88.486008,11.7,5.98,59:38.7,29:39.5
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.693607,88.486244,18.06,15.88,59:44.1,29:44.6
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.693647,88.486374,8.52,15.65,59:49.1,29:49.6
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.693693,88.486534,13.83,7.03,59:53.5,29:54.7
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.693762,88.486824,22.84,5.77,59:58.2,29:59.8
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.693817,88.487038,12.06,4.55,00:04.0,30:04.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.693838,88.487152,10.48,1.31,00:08.3,30:09.9
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.693874,88.487373,16.8,4.19,00:13.3,30:15.0
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.693916,88.487595,13.7,5.24,00:18.2,30:20.0
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.693937,88.487701,6.87,11.03,00:23.8,30:25.1
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.693939,88.487892,15.56,3.32,00:31.4,30:30.2
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.693953,88.487953,20.39,2.69,00:34.9,30:35.2
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.694031,88.488533,21.08,3.45,00:39.4,30:40.3
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.694073,88.488838,22.69,5.16,00:44.7,30:45.3
ATSAD-B0A732166910,1.05,FALSE,FALSE,FALSE,22.694117,88.489098,16.54,10.63,00:50.5,30:50.4
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.694147,88.489304,14.65,4.74,00:55.3,30:55.4
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.694176,88.489487,13.54,6.47,00:59.6,31:00.5
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.69422,88.489822,25.76,3.41,01:04.5,31:05.5
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.694286,88.490189,24.67,5.21,01:10.3,31:10.6
ATSAD-B0A732166910,1.05,FALSE,FALSE,FALSE,22.694342,88.490494,20.19,8.83,01:15.1,31:15.7
ATSAD-B0A732166910,1.24,FALSE,FALSE,FALSE,22.694366,88.49073,16.06,3.78,01:19.5,31:20.8
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.694391,88.490906,8.35,7.84,01:25.1,31:25.9
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.694397,88.49099,6.35,5.24,01:29.5,31:30.9
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.694435,88.491219,19.24,3.4,01:34.6,31:36.1
ATSAD-B0A732166910,0.71,FALSE,FALSE,FALSE,22.694485,88.491531,22.02,6.62,01:39.5,31:41.1
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.694538,88.491905,26.78,4.96,01:44.7,31:46.2
ATSAD-B0A732166910,0.91,FALSE,FALSE,FALSE,22.694607,88.492271,26.02,15.13,01:50.2,31:51.2
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.694637,88.492439,6.19,5.12,01:54.5,31:56.3
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.694662,88.492569,12.96,3.84,02:00.7,32:01.4
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.694698,88.492813,19.09,5.74,02:04.5,32:06.4
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.69471,88.492996,11.98,7.73,02:09.4,32:11.5
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.694738,88.493134,8.67,6.43,02:14.4,32:16.5
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.694763,88.493294,11.04,10.49,02:19.4,32:21.9
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.694796,88.493469,11.09,13.86,02:24.6,32:27.0
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.694811,88.493614,9.15,1.15,02:29.6,32:32.0
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.694855,88.493881,22.24,2.34,02:34.9,32:37.1
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.694925,88.494293,30.34,10.59,02:39.7,32:42.2
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.695002,88.494705,29.45,10.49,02:45.0,32:47.2
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.695049,88.495125,30.67,12.15,02:49.6,32:52.3
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.695196,88.495972,24.93,20.61,02:59.4,32:57.3
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.695217,88.496201,16.87,7.92,03:04.4,33:02.4
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.695251,88.496544,25.37,6.7,03:09.3,33:07.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.695234,88.496956,32.28,7.75,03:14.6,33:12.5
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.695267,88.497505,39.8,14.31,03:19.5,33:17.6
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.695299,88.498024,35.93,7.5,03:24.6,33:22.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.695341,88.498535,36.52,7.45,03:29.5,33:27.7
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.695339,88.499031,37.63,12.98,03:34.5,33:32.8
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.695349,88.499474,32.74,19.15,03:39.9,33:37.9
ATSAD-B0A732166910,1.11,FALSE,FALSE,FALSE,22.695362,88.499817,23.43,14.85,03:44.3,33:42.9
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.695364,88.500084,18.37,5.99,03:49.5,33:48.0
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.695366,88.500412,22.96,7.42,03:54.5,33:53.0
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.695395,88.500854,31.78,8.37,03:59.5,33:58.4
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.695404,88.501266,28.72,9.9,04:04.4,34:03.8
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.695448,88.501717,30.43,11.45,04:09.5,34:08.8
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.695551,88.502182,31.97,4.46,04:14.6,34:13.9
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.695669,88.502686,34.95,7.27,04:19.5,34:18.9
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.695787,88.503136,30.32,8.83,04:24.6,34:24.3
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.695847,88.503548,29.67,6.22,04:29.6,34:29.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.69591,88.50399,31.65,11.99,04:34.7,34:34.6
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.695904,88.504387,26.76,20.48,04:39.4,34:39.6
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.695929,88.504639,17.46,4.83,04:44.5,34:44.7
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.695948,88.504929,20.33,7.46,04:50.1,34:49.8
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.695944,88.505302,27.67,12.72,04:54.6,34:54.9
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.695951,88.50573,30.28,24.54,04:59.6,35:00.0
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.695953,88.506134,28.69,5.66,05:04.6,35:05.0
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.695942,88.506523,26.37,7.09,05:10.2,35:10.1
ATSAD-B0A732166910,1.08,FALSE,FALSE,FALSE,22.695938,88.506973,32.71,11.93,05:14.6,35:15.1
ATSAD-B0A732166910,1.15,FALSE,FALSE,FALSE,22.695889,88.507469,34.22,8.21,05:20.0,35:20.2
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.695837,88.507919,30.35,9.83,05:24.4,35:25.5
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.695801,88.50824,21.41,8.93,05:29.6,35:30.5
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.695763,88.50856,23.8,18.2,05:34.7,35:35.6
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.695744,88.508774,11.45,21.01,05:39.6,35:40.8
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.695723,88.508888,8.45,5.57,05:44.5,35:45.8
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.695692,88.509117,20.52,4.18,05:49.6,35:50.9
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.695639,88.509491,27.08,4.54,05:54.5,35:55.9
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.695522,88.50988,27.5,11.95,05:59.7,36:01.0
ATSAD-B0A732166910,0.72,FALSE,FALSE,FALSE,22.695457,88.510223,23.04,9.71,06:05.1,36:06.1
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.6954,88.510391,8.87,16.94,06:09.4,36:11.1
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.695385,88.510445,3.26,2.53,06:14.4,36:16.2
ATSAD-B0A732166910,0.91,FALSE,FALSE,FALSE,22.695288,88.510651,21.82,5.47,06:19.5,36:21.3
ATSAD-B0A732166910,1.11,FALSE,FALSE,FALSE,22.695185,88.510986,24.76,5.73,06:24.4,36:26.3
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.69512,88.511238,14.72,7.61,06:29.6,36:31.5
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.695066,88.511414,10.22,5.24,06:34.7,36:36.6
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.69504,88.51149,6.44,4.26,06:40.2,36:41.6
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.695015,88.511696,18.04,9.16,06:44.7,36:46.7
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.695126,88.511909,18.06,8.02,06:50.0,36:51.8
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.695404,88.512032,23.76,10.53,06:54.3,36:56.8
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.695555,88.512253,18.89,14.16,06:59.5,37:01.9
ATSAD-B0A732166910,1.16,FALSE,FALSE,FALSE,22.695488,88.512672,31.19,15.64,07:04.4,37:07.0
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.695408,88.513039,27.02,4.1,07:09.7,37:12.0
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.695269,88.513832,28.43,5.61,07:19.4,37:17.1
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.695269,88.513832,28.43,5.61,07:19.4,37:22.1
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.695183,88.514572,29.19,4.9,07:29.6,37:27.3
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.695158,88.514984,28.78,7.08,07:34.5,37:32.4
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.695129,88.515266,16.35,5.77,07:39.6,37:37.5
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.695066,88.515427,12.04,6.38,07:44.5,37:42.6
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.694864,88.515472,18.19,3.29,07:49.6,37:47.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.694864,88.515472,18.19,3.29,07:49.6,37:52.8
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.69453,88.515419,27.54,3.86,07:55.3,37:57.8
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.694201,88.515396,27.34,7.76,08:00.3,38:02.9
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.693909,88.515549,24.21,1.29,08:07.5,38:08.1
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.693193,88.515778,33.21,2.71,08:15.4,38:13.1
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.692772,88.515739,31.69,2.4,08:20.4,38:18.2
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.692392,88.515701,31.87,12.85,08:25.4,38:23.2
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.69202,88.515671,26.8,4.28,08:30.3,38:28.3
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.69202,88.515671,26.8,4.28,08:30.3,38:33.3
ATSAD-B0A732166910,0.85,FALSE,FALSE,FALSE,22.691235,88.515579,26.78,1.75,08:40.5,38:38.4
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.690857,88.515503,29.59,6.12,08:45.4,38:43.5
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.690462,88.515495,27,12,08:50.3,38:48.5
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.690289,88.515808,27.67,2.41,08:55.4,38:53.7
ATSAD-B0A732166910,0.82,FALSE,FALSE,FALSE,22.690182,88.516212,31.11,3.63,09:00.3,38:58.8
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.690119,88.516563,23.02,11.88,09:05.4,39:03.8
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.69002,88.516823,21.3,18.53,09:10.3,39:08.9
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.689796,88.516899,15.82,11.12,09:16.1,39:14.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.689724,88.516914,4.17,8.4,09:20.4,39:19.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.689613,88.516907,10.13,3.11,09:25.7,39:24.4
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.689356,88.516899,20.85,5.63,09:30.3,39:29.7
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.689085,88.516876,15.24,9.75,09:35.1,39:34.8
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.688974,88.516869,8.72,6.64,09:41.0,39:39.8
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.688768,88.516861,15,10.21,09:45.5,39:44.9
ATSAD-B0A732166910,1.1,FALSE,FALSE,FALSE,22.688545,88.516891,14.17,25.43,09:50.5,39:50.0
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.688461,88.517029,12.09,3.95,09:55.2,39:55.0
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.688396,88.517296,26.39,1.49,10:00.3,40:00.1
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.688292,88.517708,32.95,5.41,10:06.0,40:05.2
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.68824,88.518143,31.15,7.02,10:10.3,40:10.3
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.688168,88.518517,28.87,5.3,10:16.0,40:15.3
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.68808,88.518982,35.17,8.93,10:20.4,40:20.5
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.687904,88.519478,38.65,9.03,10:26.0,40:25.6
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.687714,88.519859,28.17,6.3,10:30.4,40:30.8
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.687536,88.520157,25.3,4.33,10:35.3,40:36.2
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.68745,88.520493,25.5,6.62,10:40.2,40:41.2
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.687359,88.52092,32.02,6.97,10:45.4,40:46.3
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.687208,88.521339,35.24,1.99,10:50.5,40:51.3
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.686991,88.52182,31.74,7.45,10:56.0,40:56.4
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.686821,88.522186,28.5,13.57,11:00.3,41:01.4
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.686712,88.522461,19.78,11.89,11:05.4,41:06.5
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.686563,88.522758,24.39,3.73,11:10.4,41:11.6
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.68644,88.523148,27.08,3.47,11:15.3,41:16.7
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.686306,88.523605,32.89,2.43,11:20.8,41:21.8
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.68618,88.524048,33.35,3.16,11:25.3,41:26.9
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.686054,88.524483,32.34,4.38,11:30.4,41:32.0
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.685852,88.524818,26.84,5,11:35.4,41:37.0
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.685589,88.525185,30.54,3.45,11:40.4,41:42.2
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.685429,88.525574,30.8,7.76,11:45.4,41:47.2
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.685305,88.52607,34.91,2.52,11:50.5,41:52.3
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.685194,88.526527,32.67,5.95,11:55.9,41:57.4
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.68512,88.526947,28.02,5.62,12:01.0,42:02.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.685059,88.527306,25.58,8.45,12:05.0,42:07.5
ATSAD-B0A732166910,1.11,FALSE,FALSE,FALSE,22.684858,88.527603,28.24,17.43,12:10.7,42:12.6
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.684494,88.527573,29.65,7.81,12:15.3,42:17.7
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.6842,88.527458,25.8,3.16,12:20.4,42:22.7
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.683834,88.527283,33.74,2.31,12:25.5,42:27.8
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.683468,88.527016,32.43,9.63,12:30.4,42:32.9
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.683083,88.526726,37.06,2.66,12:35.8,42:38.0
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.68265,88.526634,35.5,3.66,12:40.5,42:43.0
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.68215,88.526794,39.73,6.67,12:45.4,42:48.2
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.681314,88.527069,29.63,10.39,12:55.4,42:53.2
ATSAD-B0A732166910,1.16,FALSE,FALSE,FALSE,22.680927,88.527039,31.3,8.61,13:00.3,42:58.3
ATSAD-B0A732166910,1.16,FALSE,FALSE,FALSE,22.680927,88.527039,31.3,8.61,13:00.3,43:03.3
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.680256,88.527107,21.22,5.75,13:10.2,43:08.5
ATSAD-B0A732166910,0.84,FALSE,FALSE,FALSE,22.679922,88.527176,28.97,6.02,13:15.5,43:13.6
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.679508,88.527176,33.71,2.2,13:20.4,43:18.8
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.679033,88.527222,38.87,10.28,13:25.3,43:23.9
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.678553,88.527283,37.71,6.36,13:30.4,43:29.1
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.678183,88.527252,25.04,7.36,13:35.4,43:34.2
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.677866,88.52713,27.98,5.67,13:40.9,43:39.3
ATSAD-B0A732166910,0.91,FALSE,FALSE,FALSE,22.677523,88.526978,28.67,4.21,13:45.3,43:44.4
